,label,message
675,0,got lt gt way could pick
676,0,dont knw pa drink milk
677,0,maybe say hi find got card great escape wetherspoons
678,0,piggy r u awake bet u still sleeping going lunch
679,0,cause freaky lol
680,0,missed call cause yelling scrappy miss ca wait u come home lonely today
681,0,place talk explain
682,0,ü log wat
683,0,xy going e lunch
684,1,hi sue year old work lapdancer love sex text live bedroom text sue textoperator
685,0,wanted ask ü wait finish lect co lect finish hour anyway
686,0,finished work yet
687,0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud
688,0,dear case u r coming cochin pls call bfore u shall also reach tell day u r engaged an holiday
689,0,thanks love torch bold
690,1,forwarded please call immediately urgent message waiting
691,0,farm open
692,0,sorry trouble u buy dad big small sat n sun thanx
693,0,sister law hope great month saying hey abiola
694,0,purchase stuff today mail po box number
695,0,ah poop look like ill prob send laptop get fixed cuz gpu problem
696,0,good good job like entrepreneur
697,0,aight close still around alex place
698,0,meet corporation st outside gap see mind working
699,0,mum ask ü buy food home
700,0,k u also dont msg reply msg
701,0,much r ü willing pay
702,0,sorry call later
703,0,important prevent dehydration giving enough fluid
704,0,thats bit weird even supposed happening good idea sure pub
705,0,true dear sat pray evening felt sm time
706,0,think get away trek long family town sorry
707,0,wan na gym harri
708,0,quite late lar ard anyway wun b drivin
709,1,review keep fantastic nokia game deck club nokia go unsubscribe alert reply word
710,1,half price orange line rental latest camera phone free phone call mobilesdirect free update c
711,0,height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move said made student wont even start datz confidence
712,0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
713,1,cost
714,0,save stress person dorm account send account detail money sent
715,0,also know lunch menu know
716,0,stuff sell tell
717,1,urgent attempt contact u u call callcost mobilesvary
718,0,book lesson msg call work sth going get spec membership
719,1,guaranteed cash prize claim yr prize call customer service representative
720,0,macha dont feel assume one evening wonderful plan life begin anytime
721,0,oh send address
722,0,anytime best
723,0,wondar full flim
724,0,ya even cooky jelly
725,0,world running feeling admit correction let call keep running world may u r also run
726,0,got look scrumptious daddy want eat night long
727,0,co lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
728,0,alright omw got ta change order
729,0,exactly anyways far jide study visiting
730,0,dunno u ask
731,1,email alertfrom jeri stewartsize prescripiton drvgsto listen email call
732,0,spring coming early yay
733,0,lol wo feel bad use money take steak dinner
734,0,even u dont get trouble convincing tel twice tel neglect msg dont c read dont reply
735,0,leaving qatar tonite search went add ur prayer
736,0,one talking
737,0,thanks looking really appreciate
738,1,hi customer loyalty offer new mobile txtauction txt word start get ctxt tc
739,0,wish
740,0,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao
741,0,yes glad made
742,0,well little time thing good time ahead
743,0,got room soon put clock back til shouted everyone get realised wahay another hour bed
744,0,may free gym
745,0,men like shorter lady gaze eye
746,0,dunno jus say go lido time
747,0,promise take good care princess run please send pic get chance ttyl
748,1,u subscribed best mobile content service uk per day send stop helpline
749,0,reason spoken year anyways great week best exam
750,0,monday next week give full gist
751,1,realize year thousand old lady running around tattoo
752,1,important customer service announcement premier
753,0,dont gim lip caveboy
754,0,get library
755,0,realy recognise number confused r u please
756,0,didnt holla
757,0,cant think anyone spare room top head
758,0,faith make thing possible hope make thing work love make thing beautiful may three christmas merry christmas
759,0,u made appointment
760,0,call phone vibrate acting might hear text
761,1,romantic paris night flight book next year call c apply
762,0,grandma oh dear u still ill felt shit morning think hungover another night leave sat
763,1,urgent ur guaranteed award still unclaimed call claimcode
764,0,nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor
765,0,wishing family merry x ma happy new year advance
766,1,ur awarded city break could win summer shopping spree every wk txt store skilgme
767,0,nt goin got somethin unless meetin dinner lor haha wonder go ti time
768,0,sorry call later
769,0,cant pick phone right pls send message
770,0,lol know dramatic school already closed tomorrow apparently ca drive inch snow supposed get
771,0,getting anywhere damn job hunting
772,0,lol u drunkard hair moment yeah still tonight wats plan
773,0,idc get weaseling way shit twice row
774,0,wil lt gt minute got space
775,0,sleeping surfing
776,0,thanks picking trash
777,0,go tell friend sure want live smoke much spend hour begging come smoke
778,0,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
779,0,happy new year dear brother really miss got number decided send text wishing happiness abiola
780,0,mean get door
781,0,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply
782,0,hmmm thought said hour slave late punish
783,0,beerage
784,1,important customer service announcement premier call freephone
785,0,dont think turn like randomlly within opening
786,0,supposed could make still town though
787,0,time fix spelling sometimes get completely diff word go figure
788,1,ever thought living good life perfect partner txt back name age join mobile community
789,1,free top polyphonic tone call national rate get toppoly tune sent every week text subpoly per pole unsub
790,0,gud mrng dear hav nice day
791,0,hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola
792,0,e best ur driving tmr
793,0,u dogbreath sounding like jan c al
794,0,omg want scream weighed lost weight woohoo
795,0,generally one uncountable noun u dictionary piece research
796,0,really getting hanging around
797,1,orange customer may claim free camera phone upgrade loyalty call offer end c apply availa
798,0,petey boy whereare friendsare thekingshead come canlove nic
799,0,ok msg u leave house
800,0,gim lt gt minute ago
801,1,last chance claim ur worth discount voucher today text shop savamob offer mobile c savamob sub
802,0,appt lt time gt fault u listen told u twice
803,1,free week nokia tone ur mobile every week txt nokia get txting tell ur mate pobox
804,1,guaranteed award even cashto claim ur award call free stop getstop php
805,0,k
806,0,dled imp
807,0,sure make sure know ai smokin yet
808,0,boooo always work quit
809,0,taking half day leave bec well
810,0,ugh wan na get bed warm
811,0,lt gt
812,0,ring come guy costume gift future yowifes hint hint
813,1,congratulation ur awarded either cd gift voucher free entry weekly draw txt music tncs
814,0,borrow ur bag ok
815,1,u outbid shinco dvd plyr bid visit sm end bid notification reply end
816,0,boytoy miss happened
817,0,lot used one babe model help youi bring match
818,0,also bringing galileo dobby
819,0,responding
820,0,boo babe u enjoyin yourjob u seemed b gettin well hunny hope ure ok take care soonlots loveme xxxx
821,0,good afternoon starshine boytoy crave yet ache fuck sip cappuccino miss babe teasing kiss
822,0,road cant txt
823,1,smsservices yourinclusive text credit pls goto unsubscribe stop extra charge help
824,1,alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
825,0,good evening ttyl
826,0,hmm bit piece lol sigh
827,0,hahaha use brain dear
828,0,hey got mail
829,0,sorry light turned green meant another friend wanted lt gt worth may around
830,0,thanks yesterday sir wonderful hope enjoyed burial mojibiola
831,1,u secret admirer reveal think u r special call opt reply reveal stop per msg recd cust care
832,0,hi mate rv u hav nice hol message say hello coz sent u age started driving stay road rvx
833,1,dear voucher holder claim week offer pc please go http t c apply stop text txt stop
834,0,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent day ago
